,Nd(k-1),Alpha(k-1),Fm(k-1),Te(k-1),Tl(k-1),N(k-1),Tgas(k-1),COL(k-1),CO2(k-1),COH(k-1),NOx(k-1),P1mean(k-1),P1max(k-1),P1offset(k-1),P2mean(k-1),P2max(k-1),P2offset(k-1),Nd(k-2),Alpha(k-2),Fm(k-2),Te(k-2),Tl(k-2),N(k-2),Tgas(k-2),COL(k-2),CO2(k-2),COH(k-2),NOx(k-2),P1mean(k-2),P1max(k-2),P1offset(k-2),P2mean(k-2),P2max(k-2),P2offset(k-2),Nd(k-3),Alpha(k-3),Fm(k-3),Te(k-3),Tl(k-3),N(k-3),Tgas(k-3),COL(k-3),CO2(k-3),COH(k-3),NOx(k-3),P1mean(k-3),P1max(k-3),P1offset(k-3),P2mean(k-3),P2max(k-3),P2offset(k-3),Nd(k-4),Alpha(k-4),Fm(k-4),Te(k-4),Tl(k-4),N(k-4),Tgas(k-4),COL(k-4),CO2(k-4),COH(k-4),NOx(k-4),P1mean(k-4),P1max(k-4),P1offset(k-4),P2mean(k-4),P2max(k-4),P2offset(k-4),Nd(k-5),Alpha(k-5),Fm(k-5),Te(k-5),Tl(k-5),N(k-5),Tgas(k-5),COL(k-5),CO2(k-5),COH(k-5),NOx(k-5),P1mean(k-5),P1max(k-5),P1offset(k-5),P2mean(k-5),P2max(k-5),P2offset(k-5),Nd(k-6),Alpha(k-6),Fm(k-6),Te(k-6),Tl(k-6),N(k-6),Tgas(k-6),COL(k-6),CO2(k-6),COH(k-6),NOx(k-6),P1mean(k-6),P1max(k-6),P1offset(k-6),P2mean(k-6),P2max(k-6),P2offset(k-6),Nd(k-7),Alpha(k-7),Fm(k-7),Te(k-7),Tl(k-7),N(k-7),Tgas(k-7),COL(k-7),CO2(k-7),COH(k-7),NOx(k-7),P1mean(k-7),P1max(k-7),P1offset(k-7),P2mean(k-7),P2max(k-7),P2offset(k-7),Nd(k-8),Alpha(k-8),Fm(k-8),Te(k-8),Tl(k-8),N(k-8),Tgas(k-8),COL(k-8),CO2(k-8),COH(k-8),NOx(k-8),P1mean(k-8),P1max(k-8),P1offset(k-8),P2mean(k-8),P2max(k-8),P2offset(k-8),Nd(k-9),Alpha(k-9),Fm(k-9),Te(k-9),Tl(k-9),N(k-9),Tgas(k-9),COL(k-9),CO2(k-9),COH(k-9),NOx(k-9),P1mean(k-9),P1max(k-9),P1offset(k-9),P2mean(k-9),P2max(k-9),P2offset(k-9),Nd(k-10),Alpha(k-10),Fm(k-10),Te(k-10),Tl(k-10),N(k-10),Tgas(k-10),COL(k-10),CO2(k-10),COH(k-10),NOx(k-10),P1mean(k-10),P1max(k-10),P1offset(k-10),P2mean(k-10),P2max(k-10),P2offset(k-10),"NOx(k)
"
729,1187.0,10.1,3.44,96.8,100.0,1174.0,360.9,34.4,40670.0,86.48,162.6,6.8722,64.353,-6.6658,6.7261,64.227,-5.5508,2116.0,20.4,7.19,84.4,100.0,2094.0,365.5,34.73,59160.0,81.13,217.7,6.7892,70.918,-5.4849,6.5983,70.694,-4.7982,2132.0,45.1,5.33,121.5,101.0,2153.0,362.6,34.75,70090.0,81.39,250.2,8.9749,78.777,-6.1695,8.6785,79.713,-5.1268,2126.0,25.1,4.57,99.0,100.0,2123.0,362.2,34.93,82490.0,82.76,305.8,8.5527,88.832,-5.4895,8.475,88.006,-4.9496,1737.0,26.8,3.54,105.1,100.0,1741.0,362.0,34.47,76790.0,87.97,287.5,7.727,74.545,-5.9021,7.5467,75.006,-5.0614,2039.0,16.6,6.75,76.2,100.0,2005.0,369.7,34.14,63490.0,83.39,236.9,6.4154,70.96,-5.7231,6.3261,70.762,-4.9342,2413.0,41.8,5.64,114.9,100.0,2426.0,373.7,34.42,61150.0,85.35,210.1,10.326,101.08,-5.1994,10.158,102.34,-4.427,2143.0,37.9,5.35,110.6,100.0,2153.0,372.1,34.24,74810.0,81.23,271.7,8.3986,78.993,-6.2702,8.1994,79.104,-5.2431,1938.0,42.8,3.74,122.5,100.0,1958.0,367.2,34.01,59870.0,80.9,222.8,9.3543,82.864,-5.9964,9.2339,83.745,-5.3051,1371.0,19.8,3.06,108.9,99.0,1369.0,365.3,34.32,58820.0,82.45,210.6,7.3554,67.537,-6.9835,7.097,67.371,-5.8235,262.1
730,1631.0,45.2,3.59,121.6,100.0,1660.0,358.9,33.56,66360.0,78.87,262.1,8.3689,71.028,-6.0389,8.1021,71.261,-5.309,1187.0,10.1,3.44,96.8,100.0,1174.0,360.9,34.4,40670.0,86.48,162.6,6.8722,64.353,-6.6658,6.7261,64.227,-5.5508,2116.0,20.4,7.19,84.4,100.0,2094.0,365.5,34.73,59160.0,81.13,217.7,6.7892,70.918,-5.4849,6.5983,70.694,-4.7982,2132.0,45.1,5.33,121.5,101.0,2153.0,362.6,34.75,70090.0,81.39,250.2,8.9749,78.777,-6.1695,8.6785,79.713,-5.1268,2126.0,25.1,4.57,99.0,100.0,2123.0,362.2,34.93,82490.0,82.76,305.8,8.5527,88.832,-5.4895,8.475,88.006,-4.9496,1737.0,26.8,3.54,105.1,100.0,1741.0,362.0,34.47,76790.0,87.97,287.5,7.727,74.545,-5.9021,7.5467,75.006,-5.0614,2039.0,16.6,6.75,76.2,100.0,2005.0,369.7,34.14,63490.0,83.39,236.9,6.4154,70.96,-5.7231,6.3261,70.762,-4.9342,2413.0,41.8,5.64,114.9,100.0,2426.0,373.7,34.42,61150.0,85.35,210.1,10.326,101.08,-5.1994,10.158,102.34,-4.427,2143.0,37.9,5.35,110.6,100.0,2153.0,372.1,34.24,74810.0,81.23,271.7,8.3986,78.993,-6.2702,8.1994,79.104,-5.2431,1938.0,42.8,3.74,122.5,100.0,1958.0,367.2,34.01,59870.0,80.9,222.8,9.3543,82.864,-5.9964,9.2339,83.745,-5.3051,229.1
731,2289.0,42.3,6.72,116.2,100.0,2306.0,364.6,34.37,63520.0,76.1,229.1,10.49,101.35,-5.7249,10.331,102.4,-4.8207,1631.0,45.2,3.59,121.6,100.0,1660.0,358.9,33.56,66360.0,78.87,262.1,8.3689,71.028,-6.0389,8.1021,71.261,-5.309,1187.0,10.1,3.44,96.8,100.0,1174.0,360.9,34.4,40670.0,86.48,162.6,6.8722,64.353,-6.6658,6.7261,64.227,-5.5508,2116.0,20.4,7.19,84.4,100.0,2094.0,365.5,34.73,59160.0,81.13,217.7,6.7892,70.918,-5.4849,6.5983,70.694,-4.7982,2132.0,45.1,5.33,121.5,101.0,2153.0,362.6,34.75,70090.0,81.39,250.2,8.9749,78.777,-6.1695,8.6785,79.713,-5.1268,2126.0,25.1,4.57,99.0,100.0,2123.0,362.2,34.93,82490.0,82.76,305.8,8.5527,88.832,-5.4895,8.475,88.006,-4.9496,1737.0,26.8,3.54,105.1,100.0,1741.0,362.0,34.47,76790.0,87.97,287.5,7.727,74.545,-5.9021,7.5467,75.006,-5.0614,2039.0,16.6,6.75,76.2,100.0,2005.0,369.7,34.14,63490.0,83.39,236.9,6.4154,70.96,-5.7231,6.3261,70.762,-4.9342,2413.0,41.8,5.64,114.9,100.0,2426.0,373.7,34.42,61150.0,85.35,210.1,10.326,101.08,-5.1994,10.158,102.34,-4.427,2143.0,37.9,5.35,110.6,100.0,2153.0,372.1,34.24,74810.0,81.23,271.7,8.3986,78.993,-6.2702,8.1994,79.104,-5.2431,266.0
732,2279.0,23.3,6.62,88.6,100.0,2263.0,365.0,34.34,72150.0,75.92,266.0,7.1027,71.042,-5.4442,6.7561,71.359,-4.6613,2289.0,42.3,6.72,116.2,100.0,2306.0,364.6,34.37,63520.0,76.1,229.1,10.49,101.35,-5.7249,10.331,102.4,-4.8207,1631.0,45.2,3.59,121.6,100.0,1660.0,358.9,33.56,66360.0,78.87,262.1,8.3689,71.028,-6.0389,8.1021,71.261,-5.309,1187.0,10.1,3.44,96.8,100.0,1174.0,360.9,34.4,40670.0,86.48,162.6,6.8722,64.353,-6.6658,6.7261,64.227,-5.5508,2116.0,20.4,7.19,84.4,100.0,2094.0,365.5,34.73,59160.0,81.13,217.7,6.7892,70.918,-5.4849,6.5983,70.694,-4.7982,2132.0,45.1,5.33,121.5,101.0,2153.0,362.6,34.75,70090.0,81.39,250.2,8.9749,78.777,-6.1695,8.6785,79.713,-5.1268,2126.0,25.1,4.57,99.0,100.0,2123.0,362.2,34.93,82490.0,82.76,305.8,8.5527,88.832,-5.4895,8.475,88.006,-4.9496,1737.0,26.8,3.54,105.1,100.0,1741.0,362.0,34.47,76790.0,87.97,287.5,7.727,74.545,-5.9021,7.5467,75.006,-5.0614,2039.0,16.6,6.75,76.2,100.0,2005.0,369.7,34.14,63490.0,83.39,236.9,6.4154,70.96,-5.7231,6.3261,70.762,-4.9342,2413.0,41.8,5.64,114.9,100.0,2426.0,373.7,34.42,61150.0,85.35,210.1,10.326,101.08,-5.1994,10.158,102.34,-4.427,162.7
733,2534.0,44.9,6.62,117.7,100.0,2555.0,363.0,34.47,46480.0,90.38,162.7,9.0639,84.473,-5.6095,8.8824,85.22,-4.8026,2279.0,23.3,6.62,88.6,100.0,2263.0,365.0,34.34,72150.0,75.92,266.0,7.1027,71.042,-5.4442,6.7561,71.359,-4.6613,2289.0,42.3,6.72,116.2,100.0,2306.0,364.6,34.37,63520.0,76.1,229.1,10.49,101.35,-5.7249,10.331,102.4,-4.8207,1631.0,45.2,3.59,121.6,100.0,1660.0,358.9,33.56,66360.0,78.87,262.1,8.3689,71.028,-6.0389,8.1021,71.261,-5.309,1187.0,10.1,3.44,96.8,100.0,1174.0,360.9,34.4,40670.0,86.48,162.6,6.8722,64.353,-6.6658,6.7261,64.227,-5.5508,2116.0,20.4,7.19,84.4,100.0,2094.0,365.5,34.73,59160.0,81.13,217.7,6.7892,70.918,-5.4849,6.5983,70.694,-4.7982,2132.0,45.1,5.33,121.5,101.0,2153.0,362.6,34.75,70090.0,81.39,250.2,8.9749,78.777,-6.1695,8.6785,79.713,-5.1268,2126.0,25.1,4.57,99.0,100.0,2123.0,362.2,34.93,82490.0,82.76,305.8,8.5527,88.832,-5.4895,8.475,88.006,-4.9496,1737.0,26.8,3.54,105.1,100.0,1741.0,362.0,34.47,76790.0,87.97,287.5,7.727,74.545,-5.9021,7.5467,75.006,-5.0614,2039.0,16.6,6.75,76.2,100.0,2005.0,369.7,34.14,63490.0,83.39,236.9,6.4154,70.96,-5.7231,6.3261,70.762,-4.9342,295.6
734,2543.0,35.9,6.53,103.6,100.0,2545.0,367.1,33.66,57450.0,81.7,295.6,7.7278,74.012,-5.0826,7.6894,75.045,-4.6401,2534.0,44.9,6.62,117.7,100.0,2555.0,363.0,34.47,46480.0,90.38,162.7,9.0639,84.473,-5.6095,8.8824,85.22,-4.8026,2279.0,23.3,6.62,88.6,100.0,2263.0,365.0,34.34,72150.0,75.92,266.0,7.1027,71.042,-5.4442,6.7561,71.359,-4.6613,2289.0,42.3,6.72,116.2,100.0,2306.0,364.6,34.37,63520.0,76.1,229.1,10.49,101.35,-5.7249,10.331,102.4,-4.8207,1631.0,45.2,3.59,121.6,100.0,1660.0,358.9,33.56,66360.0,78.87,262.1,8.3689,71.028,-6.0389,8.1021,71.261,-5.309,1187.0,10.1,3.44,96.8,100.0,1174.0,360.9,34.4,40670.0,86.48,162.6,6.8722,64.353,-6.6658,6.7261,64.227,-5.5508,2116.0,20.4,7.19,84.4,100.0,2094.0,365.5,34.73,59160.0,81.13,217.7,6.7892,70.918,-5.4849,6.5983,70.694,-4.7982,2132.0,45.1,5.33,121.5,101.0,2153.0,362.6,34.75,70090.0,81.39,250.2,8.9749,78.777,-6.1695,8.6785,79.713,-5.1268,2126.0,25.1,4.57,99.0,100.0,2123.0,362.2,34.93,82490.0,82.76,305.8,8.5527,88.832,-5.4895,8.475,88.006,-4.9496,1737.0,26.8,3.54,105.1,100.0,1741.0,362.0,34.47,76790.0,87.97,287.5,7.727,74.545,-5.9021,7.5467,75.006,-5.0614,363.6
735,2532.0,31.3,6.14,98.6,100.0,2529.0,368.9,34.61,90470.0,79.47,363.6,7.8726,79.036,-5.3735,7.7914,78.912,-4.7444,2543.0,35.9,6.53,103.6,100.0,2545.0,367.1,33.66,57450.0,81.7,295.6,7.7278,74.012,-5.0826,7.6894,75.045,-4.6401,2534.0,44.9,6.62,117.7,100.0,2555.0,363.0,34.47,46480.0,90.38,162.7,9.0639,84.473,-5.6095,8.8824,85.22,-4.8026,2279.0,23.3,6.62,88.6,100.0,2263.0,365.0,34.34,72150.0,75.92,266.0,7.1027,71.042,-5.4442,6.7561,71.359,-4.6613,2289.0,42.3,6.72,116.2,100.0,2306.0,364.6,34.37,63520.0,76.1,229.1,10.49,101.35,-5.7249,10.331,102.4,-4.8207,1631.0,45.2,3.59,121.6,100.0,1660.0,358.9,33.56,66360.0,78.87,262.1,8.3689,71.028,-6.0389,8.1021,71.261,-5.309,1187.0,10.1,3.44,96.8,100.0,1174.0,360.9,34.4,40670.0,86.48,162.6,6.8722,64.353,-6.6658,6.7261,64.227,-5.5508,2116.0,20.4,7.19,84.4,100.0,2094.0,365.5,34.73,59160.0,81.13,217.7,6.7892,70.918,-5.4849,6.5983,70.694,-4.7982,2132.0,45.1,5.33,121.5,101.0,2153.0,362.6,34.75,70090.0,81.39,250.2,8.9749,78.777,-6.1695,8.6785,79.713,-5.1268,2126.0,25.1,4.57,99.0,100.0,2123.0,362.2,34.93,82490.0,82.76,305.8,8.5527,88.832,-5.4895,8.475,88.006,-4.9496,250.0
736,2645.0,43.0,6.32,112.1,101.0,2662.0,368.6,34.96,68690.0,79.38,250.0,9.6997,90.048,-5.0858,9.2987,90.657,-4.3681,2532.0,31.3,6.14,98.6,100.0,2529.0,368.9,34.61,90470.0,79.47,363.6,7.8726,79.036,-5.3735,7.7914,78.912,-4.7444,2543.0,35.9,6.53,103.6,100.0,2545.0,367.1,33.66,57450.0,81.7,295.6,7.7278,74.012,-5.0826,7.6894,75.045,-4.6401,2534.0,44.9,6.62,117.7,100.0,2555.0,363.0,34.47,46480.0,90.38,162.7,9.0639,84.473,-5.6095,8.8824,85.22,-4.8026,2279.0,23.3,6.62,88.6,100.0,2263.0,365.0,34.34,72150.0,75.92,266.0,7.1027,71.042,-5.4442,6.7561,71.359,-4.6613,2289.0,42.3,6.72,116.2,100.0,2306.0,364.6,34.37,63520.0,76.1,229.1,10.49,101.35,-5.7249,10.331,102.4,-4.8207,1631.0,45.2,3.59,121.6,100.0,1660.0,358.9,33.56,66360.0,78.87,262.1,8.3689,71.028,-6.0389,8.1021,71.261,-5.309,1187.0,10.1,3.44,96.8,100.0,1174.0,360.9,34.4,40670.0,86.48,162.6,6.8722,64.353,-6.6658,6.7261,64.227,-5.5508,2116.0,20.4,7.19,84.4,100.0,2094.0,365.5,34.73,59160.0,81.13,217.7,6.7892,70.918,-5.4849,6.5983,70.694,-4.7982,2132.0,45.1,5.33,121.5,101.0,2153.0,362.6,34.75,70090.0,81.39,250.2,8.9749,78.777,-6.1695,8.6785,79.713,-5.1268,231.9
737,2420.0,26.2,7.09,91.9,100.0,2407.0,368.1,35.13,57550.0,82.88,231.9,7.0795,72.152,-5.1992,7.0847,72.235,-4.7313,2645.0,43.0,6.32,112.1,101.0,2662.0,368.6,34.96,68690.0,79.38,250.0,9.6997,90.048,-5.0858,9.2987,90.657,-4.3681,2532.0,31.3,6.14,98.6,100.0,2529.0,368.9,34.61,90470.0,79.47,363.6,7.8726,79.036,-5.3735,7.7914,78.912,-4.7444,2543.0,35.9,6.53,103.6,100.0,2545.0,367.1,33.66,57450.0,81.7,295.6,7.7278,74.012,-5.0826,7.6894,75.045,-4.6401,2534.0,44.9,6.62,117.7,100.0,2555.0,363.0,34.47,46480.0,90.38,162.7,9.0639,84.473,-5.6095,8.8824,85.22,-4.8026,2279.0,23.3,6.62,88.6,100.0,2263.0,365.0,34.34,72150.0,75.92,266.0,7.1027,71.042,-5.4442,6.7561,71.359,-4.6613,2289.0,42.3,6.72,116.2,100.0,2306.0,364.6,34.37,63520.0,76.1,229.1,10.49,101.35,-5.7249,10.331,102.4,-4.8207,1631.0,45.2,3.59,121.6,100.0,1660.0,358.9,33.56,66360.0,78.87,262.1,8.3689,71.028,-6.0389,8.1021,71.261,-5.309,1187.0,10.1,3.44,96.8,100.0,1174.0,360.9,34.4,40670.0,86.48,162.6,6.8722,64.353,-6.6658,6.7261,64.227,-5.5508,2116.0,20.4,7.19,84.4,100.0,2094.0,365.5,34.73,59160.0,81.13,217.7,6.7892,70.918,-5.4849,6.5983,70.694,-4.7982,259.5
738,1864.0,29.5,4.9,102.5,100.0,1863.0,363.6,35.14,69690.0,86.38,259.5,8.1167,77.37,-5.4902,7.9125,78.296,-4.861,2420.0,26.2,7.09,91.9,100.0,2407.0,368.1,35.13,57550.0,82.88,231.9,7.0795,72.152,-5.1992,7.0847,72.235,-4.7313,2645.0,43.0,6.32,112.1,101.0,2662.0,368.6,34.96,68690.0,79.38,250.0,9.6997,90.048,-5.0858,9.2987,90.657,-4.3681,2532.0,31.3,6.14,98.6,100.0,2529.0,368.9,34.61,90470.0,79.47,363.6,7.8726,79.036,-5.3735,7.7914,78.912,-4.7444,2543.0,35.9,6.53,103.6,100.0,2545.0,367.1,33.66,57450.0,81.7,295.6,7.7278,74.012,-5.0826,7.6894,75.045,-4.6401,2534.0,44.9,6.62,117.7,100.0,2555.0,363.0,34.47,46480.0,90.38,162.7,9.0639,84.473,-5.6095,8.8824,85.22,-4.8026,2279.0,23.3,6.62,88.6,100.0,2263.0,365.0,34.34,72150.0,75.92,266.0,7.1027,71.042,-5.4442,6.7561,71.359,-4.6613,2289.0,42.3,6.72,116.2,100.0,2306.0,364.6,34.37,63520.0,76.1,229.1,10.49,101.35,-5.7249,10.331,102.4,-4.8207,1631.0,45.2,3.59,121.6,100.0,1660.0,358.9,33.56,66360.0,78.87,262.1,8.3689,71.028,-6.0389,8.1021,71.261,-5.309,1187.0,10.1,3.44,96.8,100.0,1174.0,360.9,34.4,40670.0,86.48,162.6,6.8722,64.353,-6.6658,6.7261,64.227,-5.5508,248.6
739,1807.0,21.6,4.11,92.6,100.0,1796.0,360.6,35.31,64000.0,85.68,248.6,7.2255,71.769,-5.9198,6.8962,71.222,-5.0966,1864.0,29.5,4.9,102.5,100.0,1863.0,363.6,35.14,69690.0,86.38,259.5,8.1167,77.37,-5.4902,7.9125,78.296,-4.861,2420.0,26.2,7.09,91.9,100.0,2407.0,368.1,35.13,57550.0,82.88,231.9,7.0795,72.152,-5.1992,7.0847,72.235,-4.7313,2645.0,43.0,6.32,112.1,101.0,2662.0,368.6,34.96,68690.0,79.38,250.0,9.6997,90.048,-5.0858,9.2987,90.657,-4.3681,2532.0,31.3,6.14,98.6,100.0,2529.0,368.9,34.61,90470.0,79.47,363.6,7.8726,79.036,-5.3735,7.7914,78.912,-4.7444,2543.0,35.9,6.53,103.6,100.0,2545.0,367.1,33.66,57450.0,81.7,295.6,7.7278,74.012,-5.0826,7.6894,75.045,-4.6401,2534.0,44.9,6.62,117.7,100.0,2555.0,363.0,34.47,46480.0,90.38,162.7,9.0639,84.473,-5.6095,8.8824,85.22,-4.8026,2279.0,23.3,6.62,88.6,100.0,2263.0,365.0,34.34,72150.0,75.92,266.0,7.1027,71.042,-5.4442,6.7561,71.359,-4.6613,2289.0,42.3,6.72,116.2,100.0,2306.0,364.6,34.37,63520.0,76.1,229.1,10.49,101.35,-5.7249,10.331,102.4,-4.8207,1631.0,45.2,3.59,121.6,100.0,1660.0,358.9,33.56,66360.0,78.87,262.1,8.3689,71.028,-6.0389,8.1021,71.261,-5.309,234.0
740,1812.0,32.4,4.11,111.7,100.0,1823.0,359.5,35.11,59930.0,85.75,234.0,7.8384,72.232,-6.1356,7.6423,72.575,-5.3581,1807.0,21.6,4.11,92.6,100.0,1796.0,360.6,35.31,64000.0,85.68,248.6,7.2255,71.769,-5.9198,6.8962,71.222,-5.0966,1864.0,29.5,4.9,102.5,100.0,1863.0,363.6,35.14,69690.0,86.38,259.5,8.1167,77.37,-5.4902,7.9125,78.296,-4.861,2420.0,26.2,7.09,91.9,100.0,2407.0,368.1,35.13,57550.0,82.88,231.9,7.0795,72.152,-5.1992,7.0847,72.235,-4.7313,2645.0,43.0,6.32,112.1,101.0,2662.0,368.6,34.96,68690.0,79.38,250.0,9.6997,90.048,-5.0858,9.2987,90.657,-4.3681,2532.0,31.3,6.14,98.6,100.0,2529.0,368.9,34.61,90470.0,79.47,363.6,7.8726,79.036,-5.3735,7.7914,78.912,-4.7444,2543.0,35.9,6.53,103.6,100.0,2545.0,367.1,33.66,57450.0,81.7,295.6,7.7278,74.012,-5.0826,7.6894,75.045,-4.6401,2534.0,44.9,6.62,117.7,100.0,2555.0,363.0,34.47,46480.0,90.38,162.7,9.0639,84.473,-5.6095,8.8824,85.22,-4.8026,2279.0,23.3,6.62,88.6,100.0,2263.0,365.0,34.34,72150.0,75.92,266.0,7.1027,71.042,-5.4442,6.7561,71.359,-4.6613,2289.0,42.3,6.72,116.2,100.0,2306.0,364.6,34.37,63520.0,76.1,229.1,10.49,101.35,-5.7249,10.331,102.4,-4.8207,235.6
741,2117.0,36.8,5.34,112.4,100.0,2129.0,363.2,35.1,61840.0,83.92,235.6,8.6132,82.082,-5.6258,8.336,82.313,-4.9054,1812.0,32.4,4.11,111.7,100.0,1823.0,359.5,35.11,59930.0,85.75,234.0,7.8384,72.232,-6.1356,7.6423,72.575,-5.3581,1807.0,21.6,4.11,92.6,100.0,1796.0,360.6,35.31,64000.0,85.68,248.6,7.2255,71.769,-5.9198,6.8962,71.222,-5.0966,1864.0,29.5,4.9,102.5,100.0,1863.0,363.6,35.14,69690.0,86.38,259.5,8.1167,77.37,-5.4902,7.9125,78.296,-4.861,2420.0,26.2,7.09,91.9,100.0,2407.0,368.1,35.13,57550.0,82.88,231.9,7.0795,72.152,-5.1992,7.0847,72.235,-4.7313,2645.0,43.0,6.32,112.1,101.0,2662.0,368.6,34.96,68690.0,79.38,250.0,9.6997,90.048,-5.0858,9.2987,90.657,-4.3681,2532.0,31.3,6.14,98.6,100.0,2529.0,368.9,34.61,90470.0,79.47,363.6,7.8726,79.036,-5.3735,7.7914,78.912,-4.7444,2543.0,35.9,6.53,103.6,100.0,2545.0,367.1,33.66,57450.0,81.7,295.6,7.7278,74.012,-5.0826,7.6894,75.045,-4.6401,2534.0,44.9,6.62,117.7,100.0,2555.0,363.0,34.47,46480.0,90.38,162.7,9.0639,84.473,-5.6095,8.8824,85.22,-4.8026,2279.0,23.3,6.62,88.6,100.0,2263.0,365.0,34.34,72150.0,75.92,266.0,7.1027,71.042,-5.4442,6.7561,71.359,-4.6613,186.3
742,1709.0,10.0,4.95,71.2,100.0,1663.0,364.6,35.0,48630.0,87.16,186.3,5.8955,67.063,-6.3155,5.8239,66.83,-5.5164,2117.0,36.8,5.34,112.4,100.0,2129.0,363.2,35.1,61840.0,83.92,235.6,8.6132,82.082,-5.6258,8.336,82.313,-4.9054,1812.0,32.4,4.11,111.7,100.0,1823.0,359.5,35.11,59930.0,85.75,234.0,7.8384,72.232,-6.1356,7.6423,72.575,-5.3581,1807.0,21.6,4.11,92.6,100.0,1796.0,360.6,35.31,64000.0,85.68,248.6,7.2255,71.769,-5.9198,6.8962,71.222,-5.0966,1864.0,29.5,4.9,102.5,100.0,1863.0,363.6,35.14,69690.0,86.38,259.5,8.1167,77.37,-5.4902,7.9125,78.296,-4.861,2420.0,26.2,7.09,91.9,100.0,2407.0,368.1,35.13,57550.0,82.88,231.9,7.0795,72.152,-5.1992,7.0847,72.235,-4.7313,2645.0,43.0,6.32,112.1,101.0,2662.0,368.6,34.96,68690.0,79.38,250.0,9.6997,90.048,-5.0858,9.2987,90.657,-4.3681,2532.0,31.3,6.14,98.6,100.0,2529.0,368.9,34.61,90470.0,79.47,363.6,7.8726,79.036,-5.3735,7.7914,78.912,-4.7444,2543.0,35.9,6.53,103.6,100.0,2545.0,367.1,33.66,57450.0,81.7,295.6,7.7278,74.012,-5.0826,7.6894,75.045,-4.6401,2534.0,44.9,6.62,117.7,100.0,2555.0,363.0,34.47,46480.0,90.38,162.7,9.0639,84.473,-5.6095,8.8824,85.22,-4.8026,209.2
743,1394.0,45.1,2.35,124.5,99.0,1427.0,361.6,33.79,53630.0,86.63,209.2,8.2082,95.368,-6.259,7.9007,89.796,-5.517,1709.0,10.0,4.95,71.2,100.0,1663.0,364.6,35.0,48630.0,87.16,186.3,5.8955,67.063,-6.3155,5.8239,66.83,-5.5164,2117.0,36.8,5.34,112.4,100.0,2129.0,363.2,35.1,61840.0,83.92,235.6,8.6132,82.082,-5.6258,8.336,82.313,-4.9054,1812.0,32.4,4.11,111.7,100.0,1823.0,359.5,35.11,59930.0,85.75,234.0,7.8384,72.232,-6.1356,7.6423,72.575,-5.3581,1807.0,21.6,4.11,92.6,100.0,1796.0,360.6,35.31,64000.0,85.68,248.6,7.2255,71.769,-5.9198,6.8962,71.222,-5.0966,1864.0,29.5,4.9,102.5,100.0,1863.0,363.6,35.14,69690.0,86.38,259.5,8.1167,77.37,-5.4902,7.9125,78.296,-4.861,2420.0,26.2,7.09,91.9,100.0,2407.0,368.1,35.13,57550.0,82.88,231.9,7.0795,72.152,-5.1992,7.0847,72.235,-4.7313,2645.0,43.0,6.32,112.1,101.0,2662.0,368.6,34.96,68690.0,79.38,250.0,9.6997,90.048,-5.0858,9.2987,90.657,-4.3681,2532.0,31.3,6.14,98.6,100.0,2529.0,368.9,34.61,90470.0,79.47,363.6,7.8726,79.036,-5.3735,7.7914,78.912,-4.7444,2543.0,35.9,6.53,103.6,100.0,2545.0,367.1,33.66,57450.0,81.7,295.6,7.7278,74.012,-5.0826,7.6894,75.045,-4.6401,212.3
744,1656.0,19.6,5.95,94.1,100.0,1642.0,366.4,33.95,56710.0,78.29,212.3,6.6417,65.075,-6.8789,6.4675,64.294,-5.8925,1394.0,45.1,2.35,124.5,99.0,1427.0,361.6,33.79,53630.0,86.63,209.2,8.2082,95.368,-6.259,7.9007,89.796,-5.517,1709.0,10.0,4.95,71.2,100.0,1663.0,364.6,35.0,48630.0,87.16,186.3,5.8955,67.063,-6.3155,5.8239,66.83,-5.5164,2117.0,36.8,5.34,112.4,100.0,2129.0,363.2,35.1,61840.0,83.92,235.6,8.6132,82.082,-5.6258,8.336,82.313,-4.9054,1812.0,32.4,4.11,111.7,100.0,1823.0,359.5,35.11,59930.0,85.75,234.0,7.8384,72.232,-6.1356,7.6423,72.575,-5.3581,1807.0,21.6,4.11,92.6,100.0,1796.0,360.6,35.31,64000.0,85.68,248.6,7.2255,71.769,-5.9198,6.8962,71.222,-5.0966,1864.0,29.5,4.9,102.5,100.0,1863.0,363.6,35.14,69690.0,86.38,259.5,8.1167,77.37,-5.4902,7.9125,78.296,-4.861,2420.0,26.2,7.09,91.9,100.0,2407.0,368.1,35.13,57550.0,82.88,231.9,7.0795,72.152,-5.1992,7.0847,72.235,-4.7313,2645.0,43.0,6.32,112.1,101.0,2662.0,368.6,34.96,68690.0,79.38,250.0,9.6997,90.048,-5.0858,9.2987,90.657,-4.3681,2532.0,31.3,6.14,98.6,100.0,2529.0,368.9,34.61,90470.0,79.47,363.6,7.8726,79.036,-5.3735,7.7914,78.912,-4.7444,273.5
